idclientecrm,Status Cliente
47086619,Vigente
47086624,Cancelado
47086633,Cancelado
47086655,Vigente
47086656,Cancelado
47086664,Cancelado
47086681,Vigente
47086728,Cancelado
47086739,Vigente
47086747,Cancelado
47086751,Cancelado
47086757,Cancelado
47086775,Cancelado
47086786,Cancelado
47086801,Vigente
47086870,Cancelado
47086874,Cancelado
47086884,Cancelado
47086892,Cancelado
47086909,Cancelado
47086928,Vigente
47086930,Vigente
47086932,Cancelado
47086933,Vigente
47086935,Cancelado
47086936,Vigente
47086938,Cancelado
47086947,Cancelado
47086950,Cancelado
47086962,Cancelado
47086968,Cancelado
47086986,Cancelado
47086999,Vigente
47087008,Cancelado
47087014,Cancelado
47087029,Vigente
47087043,Cancelado
47087048,Cancelado
47087055,Cancelado
47087064,Vigente
47087080,Vigente
47087087,Cancelado
47087093,Vigente
47087103,Cancelado
47087105,Cancelado
47087110,Vigente
47087118,Cancelado
47087128,Cancelado
47087129,Cancelado
47087133,Cancelado
47087142,Vigente
47087146,Vigente
47087152,Vigente
47087180,Vigente
47087237,Cancelado
47087258,Vigente
47087261,Cancelado
47087286,Vigente
47087314,Vigente
47087330,Vigente
47087331,Cancelado
47087334,Vigente
47087348,Cancelado
47087349,Cancelado
47087394,Cancelado
47087438,Cancelado
47087441,Cancelado
47087452,Cancelado
47087454,Vigente
47087471,Cancelado
47087476,Cancelado
47087479,Cancelado
47087482,Vigente
47087490,Cancelado
47087494,Vigente
47087495,Cancelado
47087500,Vigente
47087510,Cancelado
47087514,Cancelado
47087525,Cancelado
47087549,Vigente
47087552,Cancelado
47087565,Vigente
47087567,Vigente
47087569,Vigente
47087573,Cancelado
47087607,Vigente
47087609,Cancelado
47087637,Cancelado
47087646,Cancelado
47087650,Vigente
47087655,Vigente
47087665,Cancelado
47087667,Cancelado
47087679,Vigente
47087702,Vigente
47087707,Vigente
47087709,Cancelado
47087719,Vigente
47087721,Cancelado
47087722,Cancelado
47087726,Vigente
47087744,Vigente
47087752,Vigente
47087759,Cancelado
47087764,Vigente
47087768,Cancelado
47087769,Vigente
47087770,Cancelado
47087777,Vigente
47087779,Vigente
47087815,Cancelado
47087835,Cancelado
47087837,Vigente
47087848,Vigente
47087856,Cancelado
47087867,Vigente
47087882,Cancelado
47087886,Cancelado
47087887,Cancelado
47087903,Vigente
47087939,Cancelado
47087966,Vigente
47088003,Cancelado
47088018,Vigente
47088035,Vigente
47088037,Vigente
47088044,Vigente
47088068,Cancelado
47088092,Vigente
47088101,Vigente
47088131,Cancelado
47088143,Cancelado
47088160,Vigente
47088199,Vigente
47088202,Cancelado
47088203,Vigente
47088205,Vigente
47088220,Vigente
47088221,Vigente
47088241,Vigente
47088268,Cancelado
47088280,Cancelado
47088284,Cancelado
47088285,Vigente
47088302,Vigente
47088318,Vigente
47088323,Cancelado
47088329,Vigente
47088336,Vigente
47088347,Vigente
47088354,Cancelado
47088423,Vigente
47088429,Cancelado
47088432,Vigente
47088438,Cancelado
47088448,Vigente
47088516,Cancelado
47088517,Cancelado
47088543,Vigente
47088551,Cancelado
47088556,Cancelado
47088565,Cancelado
47088615,Vigente
47088618,Cancelado
47088627,Cancelado
47088630,Vigente
47088642,Vigente
47088682,Cancelado
47088702,Cancelado
47088727,Vigente
47088835,Vigente
47088949,Cancelado
47088965,Vigente
47089004,Vigente
47089130,Vigente
47089363,Vigente
47089381,Vigente
47089426,Vigente
47089480,Cancelado
47089483,Cancelado
47089550,Vigente
47089558,Vigente
47089561,Cancelado
47089598,Cancelado
47089623,Vigente
47089662,Cancelado
47089711,Vigente
47089741,Vigente
47089755,Vigente
47089852,Vigente
47089873,Vigente
47089967,Vigente
47089983,Cancelado
47090089,Cancelado
47090104,Cancelado
47090115,Cancelado
47090117,Cancelado
47090152,Cancelado
47090206,Vigente
47090218,Cancelado
47090230,Cancelado
47090275,Vigente
47090289,Cancelado
47090305,Vigente
47090349,Cancelado
47090469,Cancelado
47090593,Cancelado
47090631,Cancelado
47090697,Cancelado
47090723,Cancelado
47090753,Cancelado
47090787,Cancelado
47090795,Cancelado
47090908,Cancelado
47090935,Cancelado
47090944,Cancelado
47090960,Vigente
47090983,Cancelado
47090998,Cancelado
47091021,Vigente
47091127,Vigente
47091132,Vigente
47091155,Vigente
47091197,Vigente
47091218,Vigente
47091228,Vigente
47091266,Vigente
47091317,Cancelado
47091369,Cancelado
47091394,Vigente
47091427,Vigente
47091504,Vigente
47091594,Cancelado
47091656,Vigente
47091674,Vigente
47091743,Cancelado
47092094,Cancelado
47092291,Vigente
47092299,Vigente
47092349,Cancelado
47092397,Cancelado
47092430,Vigente
47092473,Cancelado
47092489,Cancelado
47092504,Vigente
47092517,Vigente
47092518,Vigente
47092541,Cancelado
47092578,Cancelado
47092748,Vigente
47092784,Cancelado
47092800,Cancelado
47092824,Cancelado
47092826,Cancelado
47092827,Vigente
47092831,Cancelado
47092858,Vigente
47092868,Vigente
47092894,Vigente
47092905,Vigente
47092906,Cancelado
47092998,Vigente
47093021,Cancelado
47093026,Vigente
47093039,Vigente
47093054,Cancelado
47093072,Cancelado
47093076,Vigente
47093083,Cancelado
47093116,Vigente
47093131,Cancelado
47093133,Cancelado
47093157,Vigente
47093176,Cancelado
47093178,Vigente
47093198,Cancelado
47093213,Vigente
47093227,Vigente
47093228,Cancelado
47093246,Cancelado
47093268,Cancelado
47093292,Cancelado
47093308,Vigente
47093313,Vigente
47093325,Cancelado
47093337,Cancelado
47093350,Cancelado
47093403,Cancelado
47093410,Vigente
47093414,Vigente
47093469,Cancelado
47093474,Cancelado
47093482,Vigente
47093486,Vigente
47093494,Vigente
47093518,Vigente
47093535,Cancelado
47093550,Cancelado
47093560,Cancelado
47093566,Cancelado
47093568,Cancelado
47093578,Cancelado
47093579,Vigente
47093580,Cancelado
47093583,Cancelado
47093586,Vigente
47093590,Vigente
47093601,Cancelado
47093627,Vigente
47093632,Vigente
47093637,Cancelado
47093664,Vigente
47093667,Cancelado
47093670,Vigente
47093671,Cancelado
47093691,Vigente
47093692,Vigente
47093752,Vigente
47093781,Vigente
47093810,Vigente
47093833,Cancelado
47093850,Cancelado
47093857,Cancelado
47093882,Cancelado
47093902,Cancelado
47093926,Vigente
47093942,Cancelado
47093947,Cancelado
47093949,Vigente
47093973,Vigente
47093998,Vigente
47094003,Cancelado
47094009,Cancelado
47094010,Cancelado
47094024,Cancelado
47094064,Cancelado
47094069,Cancelado
47094083,Vigente
47094084,Cancelado
47094093,Cancelado
47094114,Vigente
47094120,Cancelado
47094148,Cancelado
47094170,Cancelado
47094176,Cancelado
47094194,Cancelado
47094285,Vigente
47094299,Vigente
47094315,Vigente
47094335,Cancelado
47094478,Vigente
47094480,Cancelado
47094490,Cancelado
47094508,Cancelado
47094532,Vigente
47094547,Vigente
47094558,Cancelado
47094578,Cancelado
47094612,Cancelado
47094622,Cancelado
47094629,Cancelado
47094633,Cancelado
47094666,Vigente
47094675,Cancelado
47094687,Vigente
47094689,Cancelado
47094703,Cancelado
47094714,Cancelado
47094779,Vigente
47094782,Vigente
47094784,Vigente
47094794,Vigente
47094804,Cancelado
47094814,Vigente
47094819,Vigente
47094854,Vigente
47094855,Cancelado
47094859,Vigente
47094870,Cancelado
47094879,Cancelado
47094881,Cancelado
47094887,Vigente
47094900,Cancelado
47094905,Cancelado
47094908,Cancelado
47094952,Vigente
47094957,Vigente
47094983,Cancelado
47094994,Cancelado
47094997,Cancelado
47094998,Vigente
47095002,Vigente
47095144,Vigente
47095148,Vigente
47095151,Cancelado
47095158,Cancelado
47095163,Vigente
47095198,Vigente
47095210,Vigente
47095221,Cancelado
47095222,Cancelado
47095224,Cancelado
47095227,Cancelado
47095281,Vigente
47095298,Vigente
47095334,Cancelado
47095349,Vigente
47095384,Vigente
47095461,Vigente
47095466,Vigente
47095481,Cancelado
47095536,Cancelado
47095576,Cancelado
47095619,Vigente
47095630,Vigente
47095640,Cancelado
47095641,Cancelado
47095669,Vigente
47095728,Vigente
47095730,Cancelado
47095737,Vigente
47095755,Vigente
47095824,Cancelado
47095829,Vigente
47095842,Cancelado
47095851,Cancelado
47095861,Vigente
47095864,Vigente
47095883,Cancelado
47095889,Cancelado
47095907,Vigente
47095912,Cancelado
47095920,Cancelado
47095922,Cancelado
47095934,Cancelado
47095959,Cancelado
47095972,Cancelado
47095976,Vigente
47095982,Vigente
47095996,Vigente
47096006,Vigente
47096014,Vigente
47096029,Vigente
47096032,Vigente
47096050,Vigente
47096065,Cancelado
47096076,Vigente
47096079,Vigente
47096081,Vigente
47096086,Cancelado
47096089,Cancelado
47096108,Cancelado
47096156,Vigente
47096157,Cancelado
47096163,Cancelado
47096183,Cancelado
47096231,Cancelado
47096237,Vigente
47096239,Vigente
47096241,Vigente
47096306,Cancelado
47096326,Vigente
47096351,Vigente
47096358,Vigente
47096366,Vigente
47096376,Cancelado
47096387,Vigente
47096416,Vigente
47096422,Cancelado
47096429,Cancelado
47096453,Cancelado
47096470,Vigente
47096501,Cancelado
47096515,Vigente
47096519,Vigente
47096525,Cancelado
47096585,Cancelado
47096586,Cancelado
47096594,Cancelado
47096595,Cancelado
47096640,Cancelado
47096644,Vigente
47096652,Cancelado
47096671,Cancelado
47096695,Vigente
47096724,Vigente
47096726,Vigente
47096730,Vigente
47096753,Vigente
47096822,Cancelado
47096823,Cancelado
47096840,Vigente
47096848,Vigente
47096873,Cancelado
47096875,Vigente
47096876,Cancelado
47096881,Cancelado
47096890,Vigente
47096963,Vigente
47096981,Cancelado
47097014,Cancelado
47097023,Vigente
47097098,Vigente
47097103,Vigente
47097121,Cancelado
47097126,Vigente
47097132,Cancelado
47097139,Vigente
47097142,Cancelado
47097145,Vigente
47097150,Vigente
47097183,Vigente
47097190,Vigente
47097194,Vigente
47097213,Cancelado
47097216,Cancelado
47097256,Cancelado
47097265,Cancelado
47097278,Cancelado
47097279,Vigente
47097326,Vigente
47097335,Vigente
47097360,Vigente
47097389,Cancelado
47097390,Cancelado
47097395,Cancelado
47097399,Cancelado
47097415,Vigente
47097423,Vigente
47097513,Vigente
47097515,Cancelado
47097562,Cancelado
47097575,Cancelado
47097642,Cancelado
47097661,Cancelado
47097682,Cancelado
47097683,Vigente
47097689,Cancelado
47097694,Vigente
47097708,Vigente
47097709,Cancelado
47097711,Cancelado
47097749,Vigente
47097760,Vigente
47097763,Vigente
47097772,Cancelado
47097777,Cancelado
47097800,Vigente
47097801,Cancelado
47097810,Cancelado
47097812,Vigente
47097822,Vigente
47097823,Cancelado
47097828,Cancelado
47097840,Cancelado
47097850,Vigente
47097858,Vigente
47097859,Cancelado
47097862,Cancelado
47097874,Cancelado
47097875,Cancelado
47097881,Vigente
47097882,Vigente
47097885,Cancelado
47097886,Cancelado
47097893,Cancelado
47097903,Vigente
47097935,Cancelado
47097955,Vigente
47097959,Cancelado
47097972,Cancelado
47097981,Vigente
47097985,Vigente
47097999,Vigente
47098001,Vigente
47098041,Vigente
47098048,Cancelado
47098054,Vigente
47098056,Vigente
47098061,Cancelado
47098064,Vigente
47098073,Cancelado
47098079,Vigente
47098082,Cancelado
47098150,Vigente
47098177,Cancelado
47098187,Cancelado
47098190,Cancelado
47098209,Cancelado
47098226,Cancelado
47098233,Vigente
47098245,Cancelado
47098251,Cancelado
47098265,Cancelado
47098292,Cancelado
47098367,Cancelado
47098370,Vigente
47098371,Vigente
47098377,Cancelado
47098396,Vigente
47098413,Cancelado
47098431,Cancelado
47098439,Cancelado
47098469,Vigente
47098497,Vigente
47098502,Vigente
47098551,Vigente
47098555,Vigente
47098562,Cancelado
47098568,Vigente
47098576,Vigente
47098581,Cancelado
47098582,Vigente
47098588,Vigente
47098596,Vigente
47098611,Cancelado
47098636,Cancelado
47098665,Vigente
47098673,Cancelado
47098721,Vigente
47098728,Cancelado
47098730,Vigente
47098737,Cancelado
47098741,Cancelado
47098761,Cancelado
47098781,Cancelado
47098792,Cancelado
47098866,Cancelado
47098873,Vigente
47098874,Cancelado
47098886,Cancelado
47098887,Cancelado
47098896,Cancelado
47098897,Vigente
47098898,Cancelado
47098910,Cancelado
47099014,Vigente
47099025,Cancelado
47099027,Vigente
47099034,Cancelado
47099063,Cancelado
47099081,Vigente
47099082,Cancelado
47099089,Cancelado
47099090,Cancelado
47099093,Cancelado
47099106,Vigente
47099115,Vigente
47099123,Cancelado
47099125,Cancelado
47099149,Cancelado
47099161,Vigente
47099166,Cancelado
47099187,Cancelado
47099189,Vigente
47099211,Cancelado
47099273,Vigente
47099277,Cancelado
47099284,Vigente
47099307,Cancelado
47099327,Cancelado
47099343,Cancelado
47099368,Cancelado
47099396,Cancelado
47099407,Vigente
47099412,Cancelado
47099428,Cancelado
47099437,Cancelado
47099462,Vigente
47099468,Vigente
47099493,Vigente
47099502,Vigente
47099511,Cancelado
47099538,Cancelado
47099546,Cancelado
47099550,Vigente
47099553,Cancelado
47099554,Vigente
47099556,Cancelado
47099558,Vigente
47099560,Vigente
47099565,Cancelado
47099584,Vigente
47099585,Vigente
47099599,Cancelado
47099601,Vigente
47099602,Cancelado
47099604,Cancelado
47099635,Cancelado
47099641,Vigente
47099645,Vigente
47099654,Cancelado
47099655,Vigente
47099658,Cancelado
47099662,Cancelado
47099686,Vigente
47099689,Vigente
47099768,Vigente
47099777,Vigente
47099779,Vigente
47099782,Cancelado
47099784,Vigente
47099789,Vigente
47099790,Cancelado
47099792,Cancelado
47099793,Cancelado
47099802,Vigente
47099806,Vigente
47099809,Vigente
47099870,Cancelado
47099879,Cancelado
47099883,Cancelado
47099893,Cancelado
47099912,Cancelado
47099919,Cancelado
47099931,Cancelado
47099941,Vigente
47099959,Vigente
47099979,Cancelado
47100015,Cancelado
47100016,Cancelado
47100018,Vigente
47100022,Vigente
47100047,Cancelado
47100063,Cancelado
47100098,Cancelado
47100102,Cancelado
47100108,Cancelado
47100115,Vigente
47100130,Vigente
47100149,Vigente
47100157,Cancelado
47100165,Cancelado
47100172,Cancelado
47100182,Cancelado
47100193,Cancelado
47100260,Vigente
47100269,Cancelado
47100271,Cancelado
47100297,Cancelado
47100298,Cancelado
47100300,Cancelado
47100301,Cancelado
47100303,Vigente
47100351,Vigente
47100361,Vigente
47100448,Cancelado
47100450,Cancelado
47100486,Vigente
47100492,Cancelado
47100515,Cancelado
47100556,Cancelado
47100565,Vigente
47100576,Vigente
47100584,Vigente
47100605,Cancelado
47100653,Vigente
47100662,Cancelado
47100666,Cancelado
47100667,Vigente
47100674,Cancelado
47100695,Cancelado
47100720,Cancelado
47100740,Cancelado
47100820,Cancelado
47100872,Cancelado
47100904,Cancelado
47100911,Cancelado
47100922,Cancelado
47100940,Cancelado
47100998,Cancelado
47101011,Vigente
47101025,Cancelado
47101081,Cancelado
47101088,Vigente
47101126,Cancelado
47101129,Vigente
47101133,Vigente
47101177,Vigente
47101178,Vigente
47101189,Cancelado
47101216,Vigente
47101254,Vigente
47101278,Vigente
47101290,Vigente
47101293,Vigente
47101334,Cancelado
47101376,Cancelado
47101382,Vigente
47101409,Vigente
47101452,Cancelado
47101510,Cancelado
47101512,Vigente
47101556,Cancelado
47101573,Vigente
47101575,Vigente
47101607,Cancelado
47101647,Cancelado
47101656,Vigente
47101665,Vigente
47101678,Cancelado
47101703,Vigente
47101720,Cancelado
47101852,Cancelado
47101894,Cancelado
47101910,Cancelado
47101912,Cancelado
47101963,Vigente
47101965,Cancelado
47101972,Vigente
47101988,Cancelado
47101990,Vigente
47101992,Cancelado
47101993,Vigente
47102016,Cancelado
47102037,Cancelado
47102040,Vigente
47102054,Cancelado
47102072,Cancelado
47102074,Cancelado
47102075,Vigente
47102086,Vigente
47102121,Cancelado
47102130,Cancelado
47102140,Vigente
47102151,Cancelado
47102155,Cancelado
47102160,Cancelado
47102261,Vigente
47102262,Cancelado
47102308,Vigente
47102311,Vigente
47102347,Cancelado
47102358,Cancelado
47102414,Cancelado
47102415,Cancelado
47102416,Cancelado
47102419,Cancelado
47102445,Cancelado
47102466,Cancelado
47102469,Cancelado
47102473,Cancelado
47102505,Cancelado
47102518,Cancelado
47102519,Vigente
47102552,Vigente
47102553,Cancelado
47102556,Vigente
47102575,Cancelado
47102580,Cancelado
47102597,Vigente
47102618,Vigente
47102620,Cancelado
47102628,Cancelado
47102634,Vigente
47102635,Vigente
47102637,Vigente
47102646,Cancelado
47102647,Cancelado
47102649,Cancelado
47102739,Cancelado
47102756,Vigente
47102766,Vigente
47102800,Cancelado
47102804,Vigente
47102834,Cancelado
47102931,Cancelado
47102932,Vigente
47102974,Cancelado
47102987,Cancelado
47103002,Vigente
47103044,Cancelado
47103050,Cancelado
47103054,Cancelado
47103058,Vigente
47103060,Vigente
47103061,Vigente
47103079,Cancelado
47103081,Cancelado
47103124,Cancelado
47103132,Cancelado
47103145,Cancelado
47103146,Cancelado
47103148,Cancelado
47103157,Vigente
47103183,Cancelado
47103209,Vigente
47103267,Cancelado
47103270,Vigente
47103291,Cancelado
47103302,Vigente
47103387,Cancelado
47103388,Cancelado
47103395,Vigente
47103400,Cancelado
47103405,Vigente
47103410,Cancelado
47103440,Vigente
47103443,Vigente
47103444,Cancelado
47103446,Vigente
47103474,Cancelado
47103494,Cancelado
47103495,Vigente
47103524,Cancelado
47103528,Cancelado
47103559,Vigente
47103627,Vigente
47103667,Cancelado
47103683,Cancelado
47103693,Cancelado
47103700,Cancelado
47103707,Cancelado
47103708,Vigente
47103815,Cancelado
47103825,Vigente
47103870,Vigente
47103874,Cancelado
47103881,Cancelado
47103882,Vigente
47103907,Vigente
47103916,Cancelado
47103922,Vigente
47103952,Cancelado
47103955,Cancelado
47104001,Cancelado
47104035,Cancelado
47104039,Cancelado
47104041,Cancelado
47104045,Cancelado
47104063,Vigente
47104083,Cancelado
47104085,Cancelado
47104095,Cancelado
47104101,Cancelado
47104107,Cancelado
47104115,Cancelado
47104123,Cancelado
47104126,Cancelado
47104134,Vigente
47104151,Cancelado
47104161,Cancelado
47104164,Cancelado
47104166,Vigente
47104173,Vigente
47104199,Vigente
47104202,Vigente
47104204,Cancelado
47104222,Cancelado
47104236,Cancelado
47104241,Cancelado
47104244,Vigente
47104251,Cancelado
47104254,Vigente
47104270,Cancelado
47104285,Cancelado
47104288,Vigente
47104294,Vigente
47104300,Cancelado
47104308,Vigente
47104312,Vigente
47104315,Vigente
47104332,Cancelado
47104336,Vigente
47104382,Cancelado
47104385,Cancelado
47104400,Cancelado
47104539,Vigente
47104558,Vigente
47104576,Cancelado
47104591,Cancelado
47104594,Cancelado
47104670,Cancelado
47104726,Vigente
47104733,Vigente
47104734,Vigente
47104739,Cancelado
47104775,Vigente
47104801,Vigente
47104813,Vigente
47104815,Vigente
47104820,Vigente
47104832,Cancelado
47104837,Cancelado
47104844,Cancelado
47104847,Vigente
47104853,Cancelado
47104864,Vigente
47104869,Cancelado
47104873,Cancelado
47104885,Vigente
47104910,Vigente
47104914,Cancelado
47104929,Vigente
47104937,Cancelado
47104944,Cancelado
47104983,Cancelado
47104990,Vigente
47104998,Cancelado
47105004,Vigente
47105012,Cancelado
47105017,Vigente
47105034,Vigente
47105054,Vigente
47105068,Cancelado
47105131,Cancelado
47105134,Vigente
47105154,Cancelado
47105157,Cancelado
47105158,Cancelado
47105159,Vigente
47105171,Cancelado
47105172,Cancelado
47105175,Vigente
47105209,Cancelado
47105215,Vigente
47105223,Vigente
47105242,Cancelado
47105253,Cancelado
47105295,Vigente
47105306,Vigente
47105318,Cancelado
47105336,Cancelado
47105341,Cancelado
47105344,Cancelado
47105350,Vigente
47105355,Cancelado
47105359,Vigente
47105368,Cancelado
47105387,Vigente
47105422,Cancelado
47105435,Cancelado
47105436,Cancelado
47105475,Vigente
47105478,Vigente
47105488,Cancelado
47105490,Cancelado
47105494,Cancelado
47105498,Cancelado
47105499,Vigente
47105515,Vigente
47105529,Cancelado
47105569,Cancelado
47105625,Cancelado
47105645,Vigente
47105701,Cancelado
47105710,Vigente
47105734,Cancelado
47105735,Vigente
47105769,Cancelado
47105788,Vigente
47105835,Vigente
47105912,Cancelado
47105918,Cancelado
47105928,Cancelado
47105954,Cancelado
47105958,Vigente
47105963,Vigente
47105974,Vigente
47105979,Vigente
47106007,Cancelado
47106015,Cancelado
47106035,Vigente
47106041,Vigente
47106061,Cancelado
47106066,Cancelado
47106082,Cancelado
47106083,Vigente
47106085,Cancelado
47106138,Vigente
47106159,Cancelado
47106195,Vigente
47106204,Cancelado
47106208,Vigente
47106230,Vigente
47106242,Vigente
47106273,Vigente
47106275,Vigente
47106276,Cancelado
47106280,Vigente
47106283,Vigente
47106303,Vigente
47106327,Cancelado
47106361,Vigente
47106398,Cancelado
47106453,Cancelado
47106518,Cancelado
47106524,Cancelado
47106566,Cancelado
47106572,Cancelado
47106579,Vigente
47106589,Cancelado
47106591,Cancelado
47106593,Vigente
47106597,Cancelado
47106601,Cancelado
47106611,Cancelado
47106639,Cancelado
47106641,Vigente
47106643,Cancelado
47106657,Cancelado
47106662,Vigente
47106664,Vigente
47106678,Cancelado
47106685,Cancelado
47106706,Vigente
47106718,Cancelado
47106721,Cancelado
47106727,Cancelado
47106730,Cancelado
47106869,Cancelado
47106890,Vigente
47106943,Cancelado
47106948,Cancelado
47106956,Cancelado
47106963,Cancelado
47106986,Vigente
47106990,Cancelado
47106992,Vigente
47106997,Vigente
47107033,Cancelado
47107043,Cancelado
47107044,Vigente
47107047,Cancelado
47107082,Cancelado
47107090,Vigente
47107113,Cancelado
47107118,Vigente
47107137,Vigente
47107144,Vigente
47107149,Cancelado
47107153,Cancelado
47107176,Cancelado
47107190,Vigente
47107192,Vigente
47107201,Vigente
47107209,Vigente
47107304,Vigente
47107313,Cancelado
47107318,Vigente
47107321,Cancelado
47107333,Cancelado
47107347,Vigente
47107349,Cancelado
47107354,Cancelado
47107358,Vigente
47107395,Cancelado
47107410,Vigente
47107414,Cancelado
47107421,Vigente
47107423,Cancelado
47107447,Cancelado
47107450,Vigente
47107455,Vigente
47107460,Vigente
47107516,Vigente
47107546,Cancelado
47107584,Vigente
47107586,Vigente
47107596,Vigente
47107604,Cancelado
47107612,Cancelado
47107624,Cancelado
47107627,Vigente
47107635,Cancelado
47107644,Cancelado
47107656,Vigente
47107661,Cancelado
47107663,Vigente
47107665,Vigente
47107667,Cancelado
47107673,Cancelado
47107679,Cancelado
47107683,Vigente
47107690,Vigente
47107691,Cancelado
47107693,Cancelado
47107696,Cancelado
47107727,Cancelado
47107808,Cancelado
47107821,Vigente
47107829,Vigente
47107850,Vigente
47107868,Vigente
47107871,Cancelado
47107894,Cancelado
47107906,Cancelado
47107914,Cancelado
47107944,Vigente
47107980,Vigente
47107985,Cancelado
47107988,Vigente
47108016,Cancelado
47108017,Vigente
47108020,Vigente
47108073,Cancelado
47108094,Vigente
47108095,Vigente
47108119,Vigente
47108126,Cancelado
47108187,Cancelado
47108201,Vigente
47108203,Cancelado
47108211,Vigente
47108297,Cancelado
47108308,Vigente
47108322,Vigente
47108334,Vigente
47108361,Cancelado
47108362,Cancelado
47108366,Vigente
47108372,Cancelado
47108378,Vigente
47108383,Cancelado
47108385,Cancelado
47108386,Cancelado
47108399,Vigente
47108425,Cancelado
47108428,Cancelado
47108440,Vigente
47108445,Cancelado
47108455,Cancelado
47108574,Cancelado
47108598,Cancelado
47108611,Vigente
47108624,Vigente
47108651,Cancelado
47108653,Vigente
47108665,Cancelado
47108668,Vigente
47108682,Vigente
47108741,Cancelado
47108743,Cancelado
47108810,Vigente
47108817,Cancelado
47108835,Vigente
47108840,Cancelado
47108973,Cancelado
47109001,Vigente
47109032,Cancelado
47109034,Vigente
47109046,Vigente
47109086,Cancelado
47109094,Cancelado
47109099,Cancelado
47109111,Cancelado
47109134,Vigente
47109135,Cancelado
47109157,Vigente
47109178,Cancelado
47109181,Vigente
47109197,Vigente
47109198,Cancelado
47109204,Vigente
47109208,Cancelado
47109243,Vigente
47109251,Vigente
47109252,Cancelado
47109260,Cancelado
47109263,Cancelado
47109274,Cancelado
47109277,Vigente
47109280,Vigente
47109284,Cancelado
47109288,Cancelado
47109295,Cancelado
47109296,Vigente
47109312,Vigente
47109314,Cancelado
47109317,Cancelado
47109320,Vigente
47109323,Cancelado
47109331,Vigente
47109333,Cancelado
47109353,Cancelado
47109399,Cancelado
47109432,Vigente
47109433,Cancelado
47109447,Vigente
47109475,Vigente
47109476,Cancelado
47109478,Cancelado
47109479,Vigente
47109525,Cancelado
47109556,Vigente
47109562,Vigente
47109565,Cancelado
47109568,Vigente
47109569,Vigente
47109572,Vigente
47109600,Vigente
47109604,Vigente
47109612,Cancelado
47109619,Cancelado
47109626,Cancelado
47109629,Vigente
47109646,Vigente
47109661,Cancelado
47109692,Cancelado
47109697,Cancelado
47109701,Cancelado
47109714,Cancelado
47109720,Cancelado
47109722,Cancelado
47109728,Cancelado
47109731,Vigente
47109732,Cancelado
47109738,Vigente
47109760,Vigente
47109771,Cancelado
47109781,Cancelado
47109840,Vigente
47109872,Vigente
47109878,Cancelado
47109885,Cancelado
47109887,Cancelado
47109893,Cancelado
47109914,Cancelado
47109933,Cancelado
47109935,Cancelado
47109961,Cancelado
47109963,Vigente
47109977,Vigente
47110004,Vigente
47110019,Cancelado
47110020,Vigente
47110022,Cancelado
47110024,Cancelado
47110034,Cancelado
47110053,Cancelado
47110065,Cancelado
47110103,Vigente
47110109,Cancelado
47110111,Cancelado
47110124,Vigente
47110135,Cancelado
47110157,Cancelado
47110177,Cancelado
47110181,Vigente
47110188,Vigente
47110192,Cancelado
47110193,Cancelado
47110203,Cancelado
47110209,Vigente
47110218,Vigente
47110220,Cancelado
47110224,Vigente
47110231,Vigente
47110233,Vigente
47110237,Cancelado
47110238,Cancelado
47110259,Vigente
47110306,Vigente
47110307,Cancelado
47110329,Vigente
47110344,Vigente
47110353,Vigente
47110354,Vigente
47110355,Vigente
47110372,Cancelado
47110382,Cancelado
47110384,Vigente
47110402,Cancelado
47110403,Vigente
47110417,Cancelado
47110420,Vigente
47110437,Vigente
47110462,Cancelado
47110468,Cancelado
47110472,Cancelado
47110482,Cancelado
47110499,Vigente
47110539,Vigente
47110540,Cancelado
47110548,Cancelado
47110550,Cancelado
47110551,Cancelado
47110555,Vigente
47110559,Cancelado
47110562,Vigente
47110568,Cancelado
47110585,Vigente
47110586,Vigente
47110593,Vigente
47110637,Cancelado
47110641,Cancelado
47110645,Cancelado
47110692,Vigente
47110698,Vigente
47110740,Vigente
47110756,Cancelado
47110764,Vigente
47110782,Vigente
47110784,Cancelado
47110791,Vigente
47110797,Cancelado
47110825,Cancelado
47110831,Vigente
47110839,Cancelado
47110840,Cancelado
47110855,Vigente
47110864,Vigente
47110866,Vigente
47110870,Cancelado
47110898,Cancelado
47110914,Vigente
47110922,Cancelado
47110923,Vigente
47110924,Vigente
47110926,Cancelado
47110932,Vigente
47110933,Vigente
47110960,Vigente
47110982,Cancelado
47110987,Cancelado
47110990,Vigente
47110997,Cancelado
47111007,Cancelado
47111011,Vigente
47111014,Vigente
47111020,Vigente
47111021,Vigente
47111031,Cancelado
47111049,Cancelado
47111054,Vigente
47111056,Cancelado
47111057,Cancelado
47111058,Cancelado
47111061,Cancelado
47111064,Vigente
47111071,Cancelado
47111076,Vigente
47111078,Vigente
47111098,Vigente
47111100,Vigente
47111101,Cancelado
47111105,Vigente
47111142,Cancelado
47111184,Cancelado
47111194,Vigente
47111196,Vigente
47111212,Cancelado
47111222,Vigente
47111245,Vigente
47111270,Cancelado
47111272,Vigente
47111277,Vigente
47111279,Cancelado
47111289,Vigente
47111301,Cancelado
47111305,Cancelado
47111311,Vigente
47111324,Cancelado
47111326,Cancelado
47111334,Cancelado
47111335,Cancelado
47111342,Cancelado
47111343,Cancelado
47111347,Vigente
47111355,Cancelado
47111358,Cancelado
47111361,Cancelado
